routeId,routeCode,customerRouteCode,route,startName,endName,startStopCode,endStopCode,startTime,endTime,days,linetype,Variant
318,39/3-U,39/3,Bhakti Circle - But Bhavani Mandir,Bhakti Circle,But Bhavani Mandir,4818,1365,06:40:00,19:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
319,40-D,40,Meda-Adraj Gam - Vadaj Terminal,Meda-Adraj Gam,Vadaj,8150,2107,07:35:00,20:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
321,40/1-VM-D,40/1,Vinobabhavenagar - Maninagar,Vinobabhavenagar,Maninagar,3886,1329,12:05:00,22:20:00,"1,2,3,4,5,6,7",AMTS,NORMAL
322,40/1-IM-U,40/1,Iskon Mandir - Maninagar,Iskon Mandir,Maninagar,3735,3215,11:40:00,22:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
323,40/1-MV-U,40/1,Maninagar - Vinobabhavenagar,Maninagar,Vinobabhavenagar,3215,3885,05:25:00,16:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
324,40/1-U,40/1,Iskon Mandir - Vinobabhavenagar,Iskon Mandir,Vinobabhavenagar,3735,3885,06:20:00,19:45:00,"1,2,3,4,5,6,7",AMTS,NORMAL
325,40/2-D,40/2,Rajoda Patiya - Ranip Gam,Rajoda Patiya,Ranip Gam,8792,3229,12:15:00,17:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
326,40/2-MN-D,40/2,Rajoda Patiya - Nava Vadaj,Rajoda Patiya,Nava Vadaj,8792,2101,08:10:00,11:45:00,"1,2,3,4,5,6,7",AMTS,NORMAL
327,40/2-MV-D,40/2,Rajoda Patiya - Vadaj,Rajoda Patiya,Vadaj,8792,2033,17:40:00,21:45:00,"1,2,3,4,5,6,7",AMTS,NORMAL
329,40/2-NM-U,40/2,Nava Vadaj - Rajoda Patiya,Nava Vadaj,Rajoda Patiya,2101,8791,09:50:00,14:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
330,40/2-U,40/2,Ranip Gam - Rajoda Patiya,Ranip Gam,Rajoda Patiya,3230,8791,06:20:00,20:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
332,40/3-D,40/3,Gayatri Vidyalay - But Bhavani Mandir,Gayatri Vidyalay,But Bhavani Mandir,2092,1365,06:10:00,18:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
336,40/3-U,40/3,But Bhavani Mandir - Gayatri Vidyalay,But Bhavani Mandir,Gayatri Vidyalay,1274,2091,07:10:00,20:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
337,42-D,42,Shilaj Gam - Nigam Society,Shilaj Gam,Nigam Society,3005,3240,07:15:00,18:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
338,42-LN-D,42,Lal Darwaja - Nigam Society,Lal Darwaja,Nigam Society,1077,3240,06:35:00,07:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
340,42-PM-D,42,Shilaj Gam - Lal Darwaja,Shilaj Gam,Lal Darwaja,3005,1125,19:00:00,20:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
341,42-LS-U,42,Lal Darwaja - Shilaj Gam,Lal Darwaja,Shilaj Gam,1077,3004,06:30:00,07:20:00,"1,2,3,4,5,6,7",AMTS,NORMAL
342,42-NL-U,42,Nigam Society - Lal Darwaja,Nigam Society,Lal Darwaja,3063,1077,19:05:00,19:55:00,"1,2,3,4,5,6,7",AMTS,NORMAL
343,42sh-D,42sh,Lal Darwaja - Ghodasar Gam,Lal Darwaja,Ghodasar Gam,1125,3217,07:10:00,18:35:00,"1,2,3,4,5,6,7",AMTS,NORMAL
344,42sh-U,42sh,Ghodasar Gam - Lal Darwaja,Ghodasar Gam,Lal Darwaja,3168,1077,07:45:00,19:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
345,43-D,43,Ambli Cross Road(Taj Hotel) - Lal Darwaja,Ambli Cross Road,Lal Darwaja,8674,1125,06:55:00,18:55:00,"1,2,3,4,5,6,7",AMTS,NORMAL
346,43-U,43,Lal Darwaja - Ambli Cross Road(Taj Hotel),Lal Darwaja,Ambli Cross Road,1125,8673,07:50:00,17:45:00,"1,2,3,4,5,6,7",AMTS,NORMAL
347,43/1-D,43/1,Prahladnagar Cross Road - Lal Darwaja,Prahladnagar Cross Road,Lal Darwaja,3736,1077,06:45:00,18:45:00,"1,2,3,4,5,6,7",AMTS,NORMAL
352,43/1-U,43/1,Lal Darwaja - Prahladnagar Cross Road,Lal Darwaja,Prahladnagar Cross Road,1125,3917,06:00:00,18:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
354,44/4-D,44/4,Arohi Homes (South Bopal) - Lal Darwaja,Arohi Homes (South Bopal),Lal Darwaja,5436,1077,09:10:00,13:20:00,"1,2,3,4,5,6,7",AMTS,NORMAL
356,44/4-U,44/4,Lal Darwaja - Arohi Homes (South Bopal),Lal Darwaja,Arohi Homes (South Bopal),1125,4636,07:30:00,11:35:00,"1,2,3,4,5,6,7",AMTS,NORMAL
357,45-D,45,Shela Gam - Lal Darwaja,Shela Gam,Lal Darwaja,6057,1125,07:00:00,20:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
358,45/1-D,45/1,Mumatpura Gam - Lal Darwaja,Mumatpura Gam,Lal Darwaja,5448,1077,07:30:00,12:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
359,45/1-U,45/1,Lal Darwaja - Mumatpura Gam,Lal Darwaja,Mumatpura Gam,1125,4647,06:40:00,11:05:00,"1,2,3,4,5,6,7",AMTS,NORMAL
360,46-U,46,Kalupur Terminus - Kalupur Terminus,Kalupur Terminus,Kalupur Terminus,1715,1734,09:50:00,16:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
362,47-D,47,Kalupur Terminus - Kalupur Terminus,Kalupur Terminus,Kalupur Terminus,1715,1734,09:50:00,16:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
364,49-D,49,Ghuma Gam - Panjarapol (Odhav),Ghuma Gam,Odhav Panjarapol,1546,6135,06:35:00,21:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
369,49-IP-D,49,Iskon Mandir - Panjarapol (Odhav),Iskon Mandir,Odhav Panjarapol,3197,6135,07:50:00,21:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
370,63/1-VL-U,63/1,Vadaj - Lilapur Gam,Vadaj,Lilapur Gam,2033,4675,06:40:00,07:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
372,49-SA-D,49,Sarangpur Darwaja - Panjarapol (Odhav),Sarangpur,Odhav Panjarapol,1489,6135,05:55:00,15:45:00,"1,2,3,4,5,6,7",AMTS,NORMAL
375,49-AS-U,49,Panjarapol (Odhav) - Sarangpur Darwaja,Odhav Panjarapol,Sarangpur,6135,1204,12:25:00,23:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
376,49-GhS-U,49,Sarangpur Darwaja - Ghuma Gam,Sarangpur,Ghuma Gam,1204,1545,05:35:00,16:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
377,49-PI-U,49,Panjarapol (Odhav) - Iskon Mandir,Odhav Panjarapol,Iskon Mandir,6135,3213,06:30:00,20:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
380,49-U,49,Panjarapol (Odhav) - Ghuma Gam,Odhav Panjarapol,Ghuma Gam,6135,1545,08:50:00,19:35:00,"1,2,3,4,5,6,7",AMTS,NORMAL
381,49/1-D,49/1,Jodhpur Gam - Sarangpur,Jodhpur Gam,Sarangpur,4964,1489,06:45:00,19:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
384,49/1-U,49/1,Sarangpur - Jodhpur Gam,Sarangpur,Jodhpur Gam,1204,4652,06:10:00,18:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
385,49/2-D,49/2,Gujarat University - Nirant Chokdi,Gujarat University,Nirant Chokdi,1222,7802,05:40:00,20:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
386,50-II-U,50,Iskon Mandir - Income Tax Office,Iskon Mandir,Income Tax Office,3197,1152,18:10:00,20:25:00,"1,2,3,4,5,6,7",AMTS,NORMAL
392,49/2-U,49/2,Nirant Chokdi - Gujarat University,Nirant Chokdi,Gujarat University,7936,1051,06:45:00,22:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
395,49sh-U,49sh,Sarangpur - Krishna Shelbi Hospital (Ghuma),Sarangpur,Krishna Shelbi Hospital (Ghuma),1204,4655,05:10:00,14:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
396,50-D,50,Naroda - Ghuma Gam,Naroda,Ghuma Gam,1543,1545,08:25:00,19:05:00,"1,2,3,4,5,6,7",AMTS,NORMAL
397,50-IG-D,50,Income Tax Office - Ghuma Gam,Income Tax Office,Ghuma Gam,1212,1545,05:55:00,08:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
398,50-IIn-D,50,Income Tax Office - Iskon Mandir,Income Tax Office,Iskon Mandir,1212,3213,05:45:00,07:25:00,"1,2,3,4,5,6,7",AMTS,NORMAL
399,50-MI-D,50,Meghaninagar - Income Tax Office,Meghaninagar,Income Tax Office,4850,1212,22:40:00,22:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
400,50-MIs-D,50,Meghaninagar - Iskon Mandir,Meghaninagar,Iskon Mandir,4850,3213,07:30:00,19:50:00,"1,2,3,4,5,6,7",AMTS,NORMAL
401,50-NG-D,50,Naroda - Gujarat University,Naroda,Gujarat University,1543,1222,14:15:00,18:05:00,"1,2,3,4,5,6,7",AMTS,NORMAL
402,50-NI-D,50,Naroda - Iskon Mandir,Naroda,Iskon Mandir,1543,3213,06:00:00,19:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
403,50-GI-U,50,Ghuma Gam- Income Tax Office,Ghuma Gam,Income Tax Office,1546,1152,18:35:00,21:05:00,"1,2,3,4,5,6,7",AMTS,NORMAL
404,50-GN-U,50,Gujarat University - Naroda,Gujarat University,Naroda,1051,1434,15:30:00,19:20:00,"1,2,3,4,5,6,7",AMTS,NORMAL
405,50-IM-U,50,Income Tax Office - Meghaninagar,Income Tax Office,Meghaninagar,1152,3595,09:45:00,09:45:00,"1,2,3,4,5,6,7",AMTS,NORMAL
406,50-IN-U,50,Iskon Mandir - Naroda,Iskon Mandir,Naroda,3197,1434,07:40:00,21:05:00,"1,2,3,4,5,6,7",AMTS,NORMAL
407,50-IsM-U,50,Iskon Mandir - Meghaninagar,Iskon Mandir,Meghaninagar,3197,3595,06:15:00,21:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
408,50-U,50,Ghuma Gam - Naroda,Ghuma Gam,Naroda,1546,1434,06:45:00,17:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
413,51Ri-D,51Ri,Rancharda Gam - Lal Darwaja,Rancharda Gam,Lal Darwaja,3244,8431,08:45:00,17:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
415,51T-KT-U,51T,Kailasnagar - Thol Gam (Saradar Chowk),Kailasnagar,Thol Gam (Saradar Chowk),3841,9303,05:30:00,05:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
416,51T-U,51T,Lal Darwaja - Thol Gam (Saradar Chowk),Lal Darwaja,Thol Gam (Saradar Chowk),8431,9303,06:25:00,20:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
417,52-D,52,Thol Gam(Sardar Chowk) - Ahavadiya Talav(NewRanip),Thol Gam (Saradar Chowk),Ahvadiya Talav(New Ranip),9304,5873,07:40:00,17:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
422,52/2-U,52/2,Maninagar - Sattadhar Society,Maninagar,Sattadhar Society,1329,2243,05:25:00,21:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
423,54-D,54,Vaishnavdevi Circle - Lal Darwaja,Vaishnodevi Circle(Zydus Life),Lal Darwaja,5932,4104,06:30:00,22:20:00,"1,2,3,4,5,6,7",AMTS,NORMAL
424,54-U,54,Lal Darwaja - Vaishnavdevi Circle,Lal Darwaja,Vaishnodevi Circle(Zydus Life),4103,5933,05:35:00,21:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
425,55-D,55,Arvind Polycoat - Lal Darwaja,Arvind Polycoat (Khatraj),Lal Darwaja,3769,1077,06:50:00,22:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
429,56-U,56,Sitarambapa Chowk (Gopal Chowk) - Iskon Mandir,Sitarambapa Chowk (Gopal Chowk),Iskon Mandir,8923,3213,06:30:00,18:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
430,56/1-D,56/1,Gujarat University-Sardar Party Plot(S.P.RingRoad),Gujarat University,Sardar Party Plot (S.P.Ring Road),1051,9100,07:50:00,17:50:00,"1,2,3,4,5,6,7",AMTS,NORMAL
432,56/1-SB-D,56/1,Mahavirnagar - Sardar Party Plot (S.P.Ring Road),Mahavirnagar,Sardar Party Plot (S.P.Ring Road),2844,9100,06:00:00,07:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
433,56/1-BS-U,56/1,Sardar Party Plot(S.P.RingRoad) - Kalupur Termins,Sardar Party Plot (S.P.Ring Road),Kalupur Terminus,9099,1715,18:40:00,19:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
435,56/1-U,56/1,Sardar Party Plot(S.P.RingRoad)-Gujarat University,Sardar Party Plot (S.P.Ring Road),Gujarat University,9099,1222,06:30:00,16:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
436,58-D,58,Kush Society (New Naroda) - Thaltej Gam,Kush Society (New Naroda),Thaltej Gam,3817,2995,06:00:00,18:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
438,58-KSK-D,58,Kush Society (New Naroda) - Kalupur Terminus,Kush Society (New Naroda),Kalupur Terminus,3817,1715,15:55:00,20:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
442,58-TK-U,58,Thaltej Gam - Kalupur Terminus,Thaltej Gam,Kalupur Terminus,3016,1734,16:30:00,20:35:00,"1,2,3,4,5,6,7",AMTS,NORMAL
443,60sh-D,60sh,BhagwatBungalowz(SouthBopal)-Thaltej Metro Station,Bhagwat Bungalowz (South Bopal),Thaltej Metro Station,6444,6218,07:10:00,18:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
445,60sh-U,60sh,Thaltej Metro Station-BhagwatBungalowz(SouthBopal),Thaltej Metro Station,Bhagwat Bungalowz (South Bopal),6217,6443,06:30:00,17:35:00,"1,2,3,4,5,6,7",AMTS,NORMAL
449,63-D,63,Ramdev Masala(Gujarat High Court) - Lal Darwaja,Ramdev Masala,Lal Darwaja,1620,1125,08:20:00,19:35:00,"1,2,3,4,5,6,7",AMTS,NORMAL
450,63-LU-U,63,Lal Darwaja - Usmanpura,Lal Darwaja,Usmanpura,1125,2888,20:40:00,20:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
451,63-U,63,Lal Darwaja - Ramdev Masala(Gujarat High Court),Lal Darwaja,Ramdev Masala,1125,1688,07:40:00,18:25:00,"1,2,3,4,5,6,7",AMTS,NORMAL
452,63/1-D,63/1,Lilapur Gam - Lal Darwaja,Lilapur Gam,Lal Darwaja,5475,1125,07:55:00,19:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
455,63/1-U,63/1,Lal Darwaja - Lilapur Gam,Lal Darwaja,Lilapur Gam,1125,4675,09:35:00,17:50:00,"1,2,3,4,5,6,7",AMTS,NORMAL
456,64-D,64,Ramdev Masala(Gujarat High Court) - Lal Darwaja,Ramdev Masala,Lal Darwaja,1620,1125,05:45:00,22:05:00,"1,2,3,4,5,6,7",AMTS,NORMAL
457,64-GU-D,64,Ramdev Masala(Gujarat High Court) - Usmanpura,Ramdev Masala,Usmanpura,1620,2863,20:25:00,23:35:00,"1,2,3,4,5,6,7",AMTS,NORMAL
460,72-LV-U,72,Lal Darwaja - Vadaj,Lal Darwaja,Vadaj,1125,2033,19:00:00,19:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
461,64-PG-U,64,Usmanpura - Ramdev Masala(Gujarat High Court),Usmanpura,Ramdev Masala,4257,1688,05:15:00,08:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
463,64-U,64,Lal Darwaja - Ramdev Masala(Gujarat High Court),Lal Darwaja,Ramdev Masala,1125,1688,06:30:00,22:50:00,"1,2,3,4,5,6,7",AMTS,NORMAL
464,64/1-D,64/1,Jaspur Gam - Lal Darwaja,Jaspur Gam,Lal Darwaja,5482,1125,07:00:00,10:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
465,64/1-JU-D,64/1,Jaspur Gam - Usmanpura,Jaspur Gam,Usmanpura,5482,2863,18:20:00,18:20:00,"1,2,3,4,5,6,7",AMTS,NORMAL
468,64/1-U,64/1,Lal Darwaja - Jaspur Gam,Lal Darwaja,Jaspur Gam,1125,4684,06:00:00,16:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
469,64/2-D,64/2,Chenpur Gam - Lal Darwaja,Chenpur Gam,Lal Darwaja,3414,5978,06:30:00,20:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
470,82-GV-D,82,Gayatri Vidyalay - Vadaj,Gayatri Vidyalay,Vadaj,2092,2107,19:45:00,22:05:00,"1,2,3,4,5,6,7",AMTS,NORMAL
471,204-U,204,Vasna - Vasna,Vasna,Vasna,1286,1598,07:20:00,19:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
472,64/2-SC-U,64/2,Subhash Bridge Circle - Chenpur Gam,Subhash Bridge Circle,Chenpur Gam,3959,3477,06:00:00,07:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
473,64/2-U,64/2,Lal Darwaja - Chenpur Gam,Lal Darwaja,Chenpur Gam,8431,3477,07:25:00,19:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
474,64/3-D,64/3,Ranip Gam - Lal Darwaja,Ranip Gam,Lal Darwaja,3230,1125,07:35:00,20:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
475,64/3-U,64/3,Lal Darwaja - Ranip Gam,Lal Darwaja,Ranip Gam,1125,3229,08:15:00,19:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
476,65-D,65,Sola Bhagwat Vidyapith - Lal Darwaja,Sola Bhagwat Vidyapith,Lal Darwaja,4988,1125,07:15:00,20:50:00,"1,2,3,4,5,6,7",AMTS,NORMAL
477,65/1-U,65/1,Lal Darwaja - Mangalmurti Apartment,Lal Darwaja,Mangalmurti Apartment,8431,4224,07:10:00,19:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
478,65-SU-D,65,Sola Bhagwat Vidyapith - Usmanpura,Sola Bhagwat Vidyapith,Usmanpura,4988,2863,13:15:00,13:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
480,65-LU-U,65,Lal Darwaja - Usmanpura,Lal Darwaja,Usmanpura,1125,2888,20:50:00,20:50:00,"1,2,3,4,5,6,7",AMTS,NORMAL
481,65-U,65,Lal Darwaja - Sola Bhagwat Vidyapith,Lal Darwaja,Sola Bhagwat Vidyapith,1125,4196,06:25:00,19:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
482,65-US-U,65,Usmanpura - Sola Bhagwat Vidyapith,Usmanpura,Sola Bhagwat Vidyapith,2888,4196,07:45:00,14:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
483,65/1-D,65/1,Mangalmurti Apartment - Lal Darwaja,Mangalmurti Apartment,Lal Darwaja,5500,8431,06:40:00,19:05:00,"1,2,3,4,5,6,7",AMTS,NORMAL
484,65/2-D,65/2,Arvind Polycoat (Khatraj) - Lal Darwaja,Arvind Polycoat (Khatraj),Lal Darwaja,3769,1125,06:35:00,20:35:00,"1,2,3,4,5,6,7",AMTS,NORMAL
487,65/3-U,65/3,Lal Darwaja - Santej Gam,Lal Darwaja,Santej Gam,1125,4712,05:30:00,20:05:00,"1,2,3,4,5,6,7",AMTS,NORMAL
488,66-D,66,Shilaj Gam - Asarva Railway Station,Shilaj Gam,Asarva Railway Station,3005,6471,06:50:00,15:55:00,"1,2,3,4,5,6,7",AMTS,NORMAL
489,66-SK-D,66,Shilaj Gam - Income Tax Office,Shilaj Gam,Income Tax Office,3005,5006,18:30:00,18:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
491,66-U,66,Asarva Railway Station - Shilaj Gam,Asarva Railway Station,Shilaj Gam,6472,3004,05:50:00,17:20:00,"1,2,3,4,5,6,7",AMTS,NORMAL
492,66/1-D,66/1,Shilaj Gam - Asarva Railway Station,Shilaj Gam,Asarva Railway Station,3005,6471,07:10:00,16:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
493,66/1-SU-D,66/1,Shilaj Gam - Usmanpura,Shilaj Gam,Usmanpura,3005,2863,19:20:00,19:20:00,"1,2,3,4,5,6,7",AMTS,NORMAL
498,66/1-U,66/1,Asarva Railway Station - Shilaj Gam,Asarva Railway Station,Shilaj Gam,6472,3004,08:25:00,18:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
499,66/1-US-U,66/1,Usmanpura - Shilaj Gam,Usmanpura,Shilaj Gam,2888,3004,06:30:00,06:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
503,66/3-D,66/3,Arvind Polycoat (Khatraj) - Naroda,Arvind Polycoat (Khatraj),Naroda,3769,1543,07:30:00,21:55:00,"1,2,3,4,5,6,7",AMTS,NORMAL
508,66/3-UN-D,66/3,Kalupur - Naroda,Kalupur,Naroda,2271,1543,05:15:00,09:20:00,"1,2,3,4,5,6,7",AMTS,NORMAL
512,66/3-NKa-U,66/3,Naroda - Kalupur,Naroda,Kalupur,1434,2271,19:10:00,23:25:00,"1,2,3,4,5,6,7",AMTS,NORMAL
514,66/3-U,66/3,Naroda - Arvind Polycoat (Khatraj),Naroda,Arvind Polycoat (Khatraj),1434,2764,05:45:00,20:05:00,"1,2,3,4,5,6,7",AMTS,NORMAL
515,66/4-D,66/4,Arvind Polycoat (Khatraj) - Kush Society,Arvind Polycoat (Khatraj),Kush Society (New Naroda),3769,3868,10:15:00,17:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
518,66/4-U,66/4,Kush Society - Arvind Polycoat (Khatraj),Kush Society (New Naroda),Arvind Polycoat (Khatraj),3817,2764,06:45:00,14:45:00,"1,2,3,4,5,6,7",AMTS,NORMAL
520,89/1-U,89/1,Manmohan Park - Amba Township(Trimandir),Manmohan Park,Amba Township Sector-5 (Trimandir),4231,4768,09:35:00,09:35:00,"1,2,3,4,5,6,7",AMTS,NORMAL
521,89/1sh-U,89/1sh,Asarva Railway Station - Amba Township(Trimandir),Asarva Railway Station,Amba Township Sector-5 (Trimandir),6472,4768,07:30:00,18:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
522,89/2-D,89/2,Ramol Gam - Tragad Gam,Ramol Gam,Tragad Gam,2302,3562,07:15:00,18:45:00,"1,2,3,4,5,6,7",AMTS,NORMAL
529,70/1-D,70/1,Meghaninagar - Gujarat High Court,Meghaninagar,Gujarat High Court,3595,1621,06:15:00,17:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
532,69-D,69,OganajCircle(S.P.RingRoad)-S.P.RingRoad(OdhavGidc),Oganaj Circle (S.P.Ring Road),S.P.Ring Road (Odhav Gidc),8867,4909,10:20:00,15:45:00,"1,2,3,4,5,6,7",AMTS,NORMAL
533,84-CS-D,84,Chandkheda (Sarthi Bunglows) - Jawahar Chowk,Chandkheda (Sarthi Bunglows),Jawahar Chowk (Sabarmati),2195,2127,20:25:00,20:25:00,"1,2,3,4,5,6,7",AMTS,NORMAL
534,69-KSP(O)-D,69,Kalupur - S.P.Ring Road (Odhav Gidc),Kalupur,S.P.Ring Road (Odhav Gidc),2271,4909,08:00:00,08:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
535,69-OK-D,69,Oganaj Circle (S.P.Ring Road) - Kalupur,Oganaj Circle (S.P.Ring Road),Kalupur,8867,2271,20:00:00,20:00:00,"1,2,3,4,5,6,7",AMTS,NORMAL
540,69-U,69,S.P.RingRoad(OdhavGidc)-OganajCircle(S.P.RingRoad),S.P.Ring Road (Odhav Gidc),Oganaj Circle (S.P.Ring Road),4133,8867,08:30:00,18:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
541,69sh-CK-D,69sh,Bhadaj Circle (S.P.Ring Road) - Kalupur,Bhadaj Circle (S.P.Ring Road),Kalupur,8855,2271,18:50:00,19:55:00,"1,2,3,4,5,6,7",AMTS,NORMAL
542,69sh-D,69sh,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),Bhadaj Circle (S.P.Ring Road),S.P.Ring Road (Odhav Gidc),8855,4909,06:20:00,17:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
543,69sh-KSP(O)-D,69sh,Kalupur - S.P.Ring Road (Odhav Gidc),Kalupur,S.P.Ring Road (Odhav Gidc),2271,4909,06:00:00,06:10:00,"1,2,3,4,5,6,7",AMTS,NORMAL
545,69sh-KB-U,69sh,Kalupur - Bhadaj Circle (S.P.Ring Road),Kalupur,Bhadaj Circle (S.P.Ring Road),2271,8854,05:30:00,06:35:00,"1,2,3,4,5,6,7",AMTS,NORMAL
548,69sh-SPK-U,69sh,S.P.RingRoad(OdvGid) - Kalupur,S.P.Ring Road (Odhav Gidc),Kalupur,4133,2271,19:10:00,19:55:00,"1,2,3,4,5,6,7",AMTS,NORMAL
549,69sh-U,69sh,S.P.RingRoad(OdvGid)-Bhadaj Circle (S.P.Ring Road),S.P.Ring Road (Odhav Gidc),Bhadaj Circle (S.P.Ring Road),4133,8854,06:25:00,17:40:00,"1,2,3,4,5,6,7",AMTS,NORMAL
550,84-D,84,Chandkheda (Sarthi Bunglows) - Lal Darwaja,Chandkheda (Sarthi Bunglows),Lal Darwaja,2195,4103,07:20:00,21:35:00,"1,2,3,4,5,6,7",AMTS,NORMAL
551,89/3-U,89/3,Amraiwadi - Tragad Gam,Amraiwadi,Tragad Gam,8504,3562,08:20:00,20:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
554,70-D,70,Tapi Apartment - Chandlodiya Railway Station,Tapi Apartment,Vagheshwari Soc(Chandlodia Rly Station),9345,4695,06:45:00,18:45:00,"1,2,3,4,5,6,7",AMTS,NORMAL
555,70-NV-D,70,Tapi Apartment - Vadaj,Tapi Apartment,Vadaj,9345,2033,20:00:00,21:20:00,"1,2,3,4,5,6,7",AMTS,NORMAL
557,70-U,70,Chandlodiya Railway Station - Tapi Apartment,Vagheshwari Soc(Chandlodia Rly Station),Tapi Apartment,5493,9344,07:30:00,20:25:00,"1,2,3,4,5,6,7",AMTS,NORMAL
560,90sh-TK-U,90sh,Tragad Gam - Krushnanagar,Tragad Gam,Krushnanagar,3576,6098,06:30:00,11:20:00,"1,2,3,4,5,6,7",AMTS,NORMAL
563,70/1-U,70/1,Gujarat High Court - Meghaninagar,Gujarat High Court,Meghaninagar,1687,4850,07:15:00,18:25:00,"1,2,3,4,5,6,7",AMTS,NORMAL
565,70/2-D,70/2,Kalol Police Chowki Underbridge - Vadaj,Kalol Police Chowki Underbridge,Vadaj,6330,2107,08:10:00,20:45:00,"1,2,3,4,5,6,7",AMTS,NORMAL
567,70/2-U,70/2,Vadaj - Kalol Police Chowki Underbridge,Vadaj,Kalol Police Chowki Underbridge,2033,6329,06:25:00,18:30:00,"1,2,3,4,5,6,7",AMTS,NORMAL
569,71/1-D,71/1,Vamaj Gam - Lal Darwaja,Vamaj Gam,Lal Darwaja,9222,4103,08:00:00,12:05:00,"1,2,3,4,5,6,7",AMTS,NORMAL
570,71/1-VV-D,71/1,Vamaj Gam - Vadaj,Vamaj Gam,Vadaj,9222,2107,17:15:00,17:15:00,"1,2,3,4,5,6,7",AMTS,NORMAL
